"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG32 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","44.09","0.14","","8.69","","","","7.42","4.54","31.78","0.12","","0.02","0.07","0.02","","","","","","","","","","","","","","","","3.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","161","3535","","","90","1172","8.46","7.53","0.98","","","","","7.06","5.52","5.23","2.1","0.08","","0.00337","0.00153","0.00751","","","","","","","","0.04","4","0.36","0.79","0.14","0.76","0.27","0.08","0.45","0.1","0.71","0.18","0.61","0.13","0.64","0.12","0.05","0.01","","","0.002","0.00075","0.00354","","","","61","","0.03","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973319",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG35 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","45.54","0.14","","7.03","","","","7.77","3.44","32.91","0.11","","0.03","0.06","0.02","","","","","","","","","","","","","","","","3.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","143","3573","","","85","1201","10.36","6.49","1.05","","","","","7.61","5.47","4.81","2.1","0.08","","0.00299","0.00382","0.00198","","","","","","","","0.12","7.57","0.75","1.2","0.21","0.92","0.29","0.08","0.43","0.09","0.64","0.16","0.56","0.11","0.57","0.11","0.08","0","","","0.0028","0.00056","0.00218","","","","79","","0.09","0.04","","","","","","","","","","","","","","","","","","","","","","","","","973320",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG36 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","45.49","0.12","","7.39","","","","7.34","5.02","32.01","0.13","","0.02","0.07","0.02","","","","","","","","","","","","","","","","3.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","140","4187","","","91","1262","10.22","5.86","1.21","","","","","9.11","5.93","4.84","2.3","0.16","","","","","","","","","","","","0.05","4.1","2.5","2.18","0.23","0.97","0.23","0.09","0.42","0.09","0.62","0.17","0.59","0.11","0.61","0.11","0.04","0.06","","","","","","","","","65","","0.04","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973321",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG24 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","46.03","0.11","","6.35","","","","7.14","4.85","31.89","0.12","","0.03","0.07","0.02","","","","","","","","","","","","","","","","3.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","127","4385","","","89","1190","12.43","5.37","1.12","","","","","7.45","6.5","3.68","1.33","1.1","","0.00355","0.00153","0.00375","","","","","","","","0.04","4.08","0.57","0.8","0.12","0.54","0.17","0.08","0.3","0.07","0.46","0.13","0.43","0.08","0.44","0.07","0.13","0.04","","","0.0024","0.00075","0.00204","","","","73","","0.05","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973322",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG25 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","42","0.13","","8.43","","","","6.34","9.08","30.83","0.1","","0.05","0.21","0.03","","","","","","","","","","","","","","","","2.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","140","3589","","","80","942","18.05","5.48","1.17","","","","","8.21","12.61","6.77","1.45","0.09","","0.00468","0.0042","0.01502","","","","","","","","0.03","3.84","0.56","1.12","0.21","1.04","0.34","0.15","0.55","0.13","0.86","0.23","0.76","0.14","0.75","0.13","0.05","0.01","","","0.0024","0.00056","0.00953","","","","57","","0.05","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973323",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG26 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","46.74","0.1","","5.71","","","","6.75","5.94","31.29","0.13","","0.03","0.08","0.02","","","","","","","","","","","","","","","","2.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","","113","3303","","","87","1142","11.65","4.55","1.03","","","","","9.21","6.64","3.66","1.2","0.08","","0.00318","0.00153","0.00316","","","","","","","","0.04","3.96","0.31","0.64","0.09","0.5","0.16","0.09","0.28","0.06","0.46","0.13","0.43","0.09","0.48","0.08","0.04","0.01","","","0.0024","0.00056","0.00245","","","","54","","0.03","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973324",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG28 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","46.49","0.11","","5.98","","","","6.84","5.39","31.82","0.12","","0.03","0.08","0.02","","","","","","","","","","","","","","","","2.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","95","2829","","","86","672","17.46","4.01","1.15","","","","","8.25","10.9","4.18","1.39","0.29","","0.00318","0.00114","0.00257","","","","","","","","0.02","5.23","0.49","0.83","0.12","0.61","0.19","0.1","0.29","0.07","0.4","0.11","0.42","0.07","0.46","0.07","0.05","0.06","","","0.00401","0.00075","0.00286","","","","60","","0.1","0.05","","","","","","","","","","","","","","","","","","","","","","","","","973325",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG30 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","46.16","0.11","","6.19","","","","6.92","5.79","31.35","0.13","","0.03","0.09","0.02","","","","","","","","","","","","","","","","2.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","122","3581","","","87","1151","14.98","4.61","1.27","","","","","7.88","6.7","3.96","2.1","0.08","","0.00299","0.00153","0.00316","","","","","","","","0.04","3.8","0.34","0.63","0.11","0.58","0.18","0.09","0.31","0.07","0.52","0.13","0.48","0.1","0.48","0.08","0.05","0.01","","","0.0012","0.00056","0.00177","","","","57","","0.05","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973326",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG33 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","45.4","0.11","","6.61","","","","7.06","5.94","30.96","0.12","","0.03","0.1","0.02","","","","","","","","","","","","","","","","3.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","137","4042","","","94","1206","17.44","5.03","1.25","","","","","5.49","5.48","3.97","2.3","0.07","","0.00598","0.00191","0.01857","","","","","","","","0.04","4.42","0.34","0.68","0.12","0.57","0.19","0.09","0.33","0.07","0.5","0.14","0.47","0.09","0.48","0.08","0.03","0.01","","","0.0016","0.00112","0.0064","","","","60","","0.03","0.02","","","","","","","","","","","","","","","","","","","","","","","","","973327",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG34 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","45.63","0.11","","6.94","","","","6.84","6.63","30.58","0.12","","0.03","0.1","0.02","","","","","","","","","","","","","","","","2.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","78","2404","","","65","492","14.98","4.61","1.27","","","","","8.58","6.9","3.58","1.2","0.2","","0.00524","0.00191","0.02351","","","","","","","","0.03","4.36","0.32","0.63","0.18","0.9","0.19","0.07","0.25","0.06","0.39","0.1","0.38","0.06","0.38","0.07","0.03","0.04","","","0.0032","0.00149","0.00654","","","","57","","0.04","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973328",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG17 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","49.38","0.58","","18.5","","","","7.49","8.88","7.53","0.16","","2.67","2.38","0.05","","","","","","","","","","","","","","","","1.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","284","938","","","60","255","39","102","13.71","","","","","93.5","94.37","14.38","19","0.6","","0.00075","0.00114","0.00751","","","","","","","","2.24","152","3.11","8.77","0.97","4.59","1.36","0.57","2.06","0.4","2.29","0.54","1.7","0.31","1.59","0.26","0.24","0.02","","","0.0008","0.00037","0.00436","","","","1.14","","0.31","0.08","","","","","","","","","","","","","","","","","","","","","","","","","973329",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG18 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","49.95","0.56","","18.07","","","","6.96","9.51","7.36","0.13","","2.11","2.69","0.06","","","","","","","","","","","","","","","","0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","201","667","","","41","191","28","47","7.69","","","","","74.8","119.35","10.5","17.9","0.32","","0.00037","0.0042","0.00217","","","","","","","","1.51","98","1.81","3.09","0.36","2.01","1.07","0.42","1.3","0.27","1.23","0.37","1.17","0.18","1.07","0.16","0.03","0.05","","","0.0004","0.00019","0.00245","","","","4.69","","0.06","0.02","","","","","","","","","","","","","","","","","","","","","","","","","973330",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG19 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","49.89","0.58","","18.01","","","","7.54","10.11","6.65","0.14","","2.29","2.5","0.06","","","","","","","","","","","","","","","","0.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","277","933","","","57","265","44","71","12.91","","","","","80.5","98.7","14.7","17.6","0.52","","0.00075","0.01412","0.00534","","","","","","","","2.07","122","2.98","5.02","0.94","4.57","1.43","0.53","2.03","0.39","2.29","0.54","1.69","0.31","1.56","0.25","0.19","0.02","","","0.0008","0.00037","0.00558","","","","1.02","","0.12","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973331",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG20 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","50.75","0.58","","19.73","","","","7.51","10.37","3.93","0.14","","2.14","2.41","0.07","","","","","","","","","","","","","","","","0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","288","961","","","57","291","39","82","13.47","","","","","76.8","102.1","14.83","20.8","0.57","","0.00094","0.00191","0.00573","","","","","","","","1.83","111","2.88","5.19","0.93","4.6","1.43","0.57","2.02","0.4","2.41","0.55","1.7","0.31","1.56","0.27","0.2","0.02","","","0.0008","0.00037","0.0064","","","","1.13","","0.1","0.03","","","","","","","","","","","","","","","","","","","","","","","","","973332",
"[19933]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SINGHBHUM CRATON_ARCHEAN / SINGHBUM GRANITE COMPLEX / OLDER METAMORPHIC GROUP","JAGANNATHPUR AREA","22.2","22.2","85.6","85.6","SUBAERIAL","","","s JAG21 [19933]","BONINITE [19933]","","","","ARCHEAN [19933]","","","","SCHISTOSE [19933] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [19933] ","45.41","0.63","","19.76","","","","7.76","8.83","10.25","0.16","","2.39","2.14","0.05","","","","","","","","","","","","","","","","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","308","1031","","","68","266","39","84","14.4","","","","","70.5","98.35","14.35","18","0.59","","0.00112","0.00114","0.0168","","","","","","","","1.91","124","3.06","9.29","0.99","4.77","1.36","0.6","2.02","0.4","2.27","0.53","1.66","0.28","1.54","0.25","0.23","0.02","","","0.0016","0.00037","0.00531","","","","1.21","","0.29","0.06","","","","","","","","","","","","","","","","","","","","","","","","","973333",


References:

"[5790] SENGUPTA S. K., ACHARYYA S. K., DESMETH J. B. ; GEOCHEMISTRY OF ARCHEAN VOLCANIC ROCKS FROM IRON ORE SUPERGROUP, SINGHBHUM, EASTERN INDIA ; PROC. INDIAN ACAD. SCI. (EARTH PLANET. SCI.) 106 [1997] 327-342"

"[18995] CHAUDHURI T., MAZUMDER R., ARIMA M. ; PETROGRAPHY AND GEOCHEMISTRY OF MESOARCHAEAN KOMATIITES FROM THE EASTERN IRON ORE BELT, SINGHBHUM CRATON, INDIA, AND ITS SIMILARITY WITH ^BARBERTON TYPE KOMATIITE^ ; J. AFR. EARTH SCI. 101 [2015] 135-147"

"[19037] NELSON D. R., BHATTACHARYA H. N., THERN E. R., ALTERMANN W. ; GEOCHEMICAL AND ION-MICROPROBE U-PB ZIRCON CONSTRAINTS ON THE ARCHAEAN EVOLUTION OF SINGHBUM CRATON, EASTERN INDIA ; PREC. RESEARCH 255 [2014] 412-432"

"[19933] MANIKYAMBA C., RAY J., GANGULY S., SINGH M. R., SANTOSH M., SAHA A., SATYANARAYANAN M. ; BONINITIC METAVOLCANIC ROCKS AND ISLAND ARC THOLEIITES FROM THE OLDER METAMORPHIC GROUP (OMG) OF SINGHBHUM CRATON, EASTERN INDIA: GEOCHEMICAL EVIDENCE FOR ARCHEAN SUBDUCTION PROCESSES ; PREC. RESEARCH 271 [2015] 138-159"

